loss,tf_rap,accuracy,val_loss,val_tf_rap,val_accuracy
0.0021309982985258102,0.9982452988624573,0.9982587099075317,0.03613097965717316,-0.00033144839107990265,0.9605343341827393
0.0014832007000222802,0.999481737613678,0.9991398453712463,0.03199395909905434,0.0059015522710978985,0.9672130942344666
0.0013774940744042397,0.9995858669281006,0.9990559220314026,0.034458938986063004,0.00695596681907773,0.9653916358947754
0.0024401801638305187,0.9980382919311523,0.9978811144828796,0.03686196729540825,0.009546440094709396,0.9605343341827393
0.0011837240308523178,0.9996632933616638,0.9993706345558167,0.03179418295621872,,0.9672130942344666
0.0011404079850763083,0.9991031289100647,0.9993286728858948,0.048583485186100006,,0.9429265260696411
0.0018372011836618185,0.9978173971176147,0.9986573457717896,0.030599035322666168,,0.9678202867507935
0.00275810738094151,0.9965945482254028,0.9973565936088562,0.034190576523542404,0.011288095265626907,0.9629629850387573
0.0014594712993130088,0.9987362623214722,0.9990769028663635,0.03326563164591789,0.004323763772845268,0.9659987688064575
0.0007419406902045012,0.9998262524604797,0.9997901916503906,0.030163493007421494,,0.9690346121788025
0.0018933434039354324,0.9987771511077881,0.9985314607620239,0.03420567885041237,,0.9653916358947754
0.001049020211212337,0.9993456602096558,0.9994755387306213,0.03285236284136772,0.004802635870873928,0.9672130942344666
0.0018765667919069529,0.9984831213951111,0.9985944032669067,0.03354010730981827,,0.9641773104667664
0.0017201873706653714,0.9986937642097473,0.9986783266067505,0.032551608979701996,,0.9653916358947754
0.0008327230461873114,0.999311089515686,0.9997482299804688,0.029160937294363976,,0.9696417450904846
0.001743743079714477,0.9979308843612671,0.9987412691116333,0.04181360453367233,0.008241681382060051,0.9526411890983582
0.0013661087723448873,0.9995533227920532,0.9991398453712463,0.03091745637357235,,0.9684274196624756
0.0019288444891571999,0.9972405433654785,0.9985314607620239,0.03241414204239845,,0.9666059613227844
0.0017628183122724295,0.9988941550254822,0.9985944032669067,0.035767726600170135,,0.9605343341827393
0.0010817571310326457,0.9988921284675598,0.9994545578956604,0.03282549977302551,0.004163394216448069,0.9659987688064575
0.0006549438694491982,0.9998849630355835,0.9998531341552734,0.03013317659497261,,0.9684274196624756
0.0015762217808514833,0.9986618757247925,0.9988880753517151,0.036533959209918976,0.022916164249181747,0.9617486596107483
0.0015001596184447408,0.9986546635627747,0.998930037021637,0.03499376028776169,,0.9629629850387573
0.001654081279411912,0.9991297125816345,0.9986783266067505,0.03561379015445709,,0.9629629850387573
0.000850446056574583,0.9995416402816772,0.9996433258056641,0.03265202045440674,0.0017968318425118923,0.9659987688064575
0.0010835585417225957,0.998658299446106,0.9993706345558167,0.04211943596601486,,0.9568912982940674
0.0014765935484319925,0.998477578163147,0.9989510178565979,0.03264851123094559,,0.9641773104667664
0.0011751531856134534,0.9993586540222168,0.9992237687110901,0.031071115285158157,0.001538918586447835,0.9690346121788025
0.001104447990655899,0.9987234473228455,0.9993286728858948,0.031004562973976135,,0.9684274196624756
0.0012565212091431022,0.9994606971740723,0.9992027878761292,0.038103193044662476,-0.0015301902312785387,0.9593199491500854
0.0011293782154098153,0.999066174030304,0.9993286728858948,0.03067266196012497,0.004988791886717081,0.9690346121788025
0.0011293868301436305,0.9994255900382996,0.9993076920509338,0.03437051922082901,,0.9641773104667664
0.0011611657682806253,0.9991258978843689,0.9992237687110901,0.03145715221762657,0.004140595905482769,0.9672130942344666
0.0007029940607026219,0.9996912479400635,0.9998321533203125,0.030656736344099045,0.01823735237121582,0.9672130942344666
0.0023219685535877943,0.9959505200386047,0.9980279207229614,0.0379226990044117,,0.9599271416664124
0.0010654779616743326,0.9996504783630371,0.9993286728858948,0.03268608823418617,,0.9666059613227844
0.0008721369667910039,0.999070405960083,0.9995594620704651,0.033037666231393814,,0.9641773104667664
0.001089692348614335,0.9990858435630798,0.9992867112159729,0.030230270698666573,,0.9696417450904846
0.0010413005948066711,0.9987587332725525,0.9994545578956604,0.03348926827311516,0.003331992542371154,0.9659987688064575
0.001904238946735859,0.9974654316902161,0.9984055757522583,0.0371013879776001,0.004247195087373257,0.9611414670944214
0.001060114591382444,0.9993444085121155,0.9994755387306213,0.03068435564637184,0.0007815464050509036,0.9696417450904846
0.0006881124572828412,0.9998346567153931,0.9998531341552734,0.030754005536437035,0.0036781819071620703,0.9678202867507935
0.0006675201002508402,0.999862551689148,0.9998321533203125,0.03080461360514164,0.0008610057411715388,0.9690346121788025
0.0015031930524855852,0.9989823698997498,0.9988880753517151,0.030954107642173767,,0.9678202867507935
0.0008577125845476985,0.9992813467979431,0.9996433258056641,0.03613070398569107,0.0024296094197779894,0.9605343341827393
